Name der Klinik,Message,bewertungen,Title,Datum der Bewertung,fachbereich,Gesamtzufriedenheit,Textuell Gesamtzufriedenheit,Qualität der Beratung,Textuell Qualität der Beratung,Mediz. Behandlung,Textuell Mediz. Behandlung,Verwaltung und Abläufe,Textuell Verwaltung und Abläufe,Ausstattung und Gestaltung,Textuell Ausstattung und Gestaltung,Pro,Kontra,Krankheitsbild,Privatpatient,Erfahrungsbericht,Nutzername,Berichtet als,Behandlungsjahr,Daumen
AGAPLESION EV. KLINIKUM SCHAUMBURG,,92 Bewertungen,Unfreundlich und inkompetent,09.04.2019,Gefäßchirurgie,2,weniger zufrieden,4,zufrieden,0,unzufrieden,0,unzufrieden,4,zufrieden,Einrichtung,"Kein Telefon, keine Hilfe beim Essen oder Trinken",Beipass,nein,"4 Stunden Wartezeit ohne Essen, da bis man auf sein Zimmer kann.",Sabi41,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2019,Daumen runter
Asklepios Fachklinikum Tiefenbrunn,,96 Bewertungen,Schlimme Sache in Tiefenbrunn,04.09.2017,Psychosomatik,0,unzufrieden (schreckliche Zeit verlebt),0,unzufrieden (unprofessionell und unemphatisch),0,unzufrieden (Patientenbedürfnisse gleichgültig),0,unzufrieden (viele Ausfälle ohne Ersatz),4,zufrieden (schönes Gelände),Umgebung,alles andere,Krise,ja,"Ich befand mich von Ende März bis Ende Mai 2016 in der Villa 2 in Tiefenbrunn und darf mit Recht und Fug aber ohne Überteibung sagen, dass dies die schlimmste Zeit meines Lebens war. Nachdem mir nach ca. einer Woche besusst wurde, dass die Einweisung ein schwerer Fehler war und ich in mein altes Leben zurückkehren musste, wurde meine Entlassung von seiten der Klinik gezielt sabotiert. Ich befand mich damals in einer schulischen Ausbildung die ich kurzzeitig unterbrach. Leider gestattete ich meiner ""Therapeutin"" ein Gespräch mit unserer Schulpsychologin zu führen, in dem diese dann sehr wahrscheinlich vorsätzlich die Unwahrheit über meinen tatsächlichen Zustand erzählte um eine mögliche Rückkehr in mein altes Semester zu verhindern. Damit verschlechterte sich mein Gesundheitszustand tatsächlich erheblich und besser ging es mir erst wieder nach meiner Entlassung (ein Schelm, wer da einen Zusammenhang vermutet). ",DerLogo,berichtet als Patient,Jahr der Behandlung: 2016,Daumen runter
Ostemed Klinik Bremervörde,Diese Bewertung geht nicht in die Gesamtbewertung ein,34 Bewertungen,Medizinische Versorgung und Hygiene,18.07.2011,Unfallchirurgie,4,zufrieden,2,weniger zufrieden,6,sehr zufrieden,4,zufrieden,Kein Info,Kein Info,die medizinische Versorgung ist gut,Hygienestandards beim Personal sind verbesserungsfähig,ja,,Die medizinische Versorgung war gut. ,Enya,berichtet als Patient,Jahr der Behandlung: 2009,Kein Info
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Blinddarm,10.11.2019,Chirurgie,4,zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,4,zufrieden,"
",Abendessen,,nein,Auf diesem Wege möchte ich mich bei dem gesamten Team,Gonzo1964,berichtet als Patient,Jahr der Behandlung: 2019,Daumen hoch
DRK-Clementinenhaus,,172 Bewertungen,"Eine Klinik mit Herz, Verstand und Empathie",04.01.2020,Innere,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Im Clementinenhaus war ich in sehr guten Händen!!!,Nichts,"Apfelgroßer, sehr schmerzhafter Kotstein im Rektum.",ja,"Drei Woche war ich in einer proktologischen Praxis. Bis auf eine digitale Untersuchung gab es keine Therapie und außer Abführmitteln keine Behandlung. Ich hatte sehr starke Schmerzen, konnte nicht sitzen, war sehr verzweifelt und sehr glücklich, dass das Clementinenhaus mich am 27.12.19 stationär aufgenommen hat.Der Chefarzt leitete sofort die Diagnostik (körperliche Untersuchung, Ganzkörpersonografie, Blutwerte) und Therapie ein. Au der Stat, Eb. 1c, ging es mir hervorragend. Wegen der Therapie bekam ich ein Einzelzimmer, das hervorragend ausgestattet war. es war sehr sauber und hatte eine Wohlfühlatmosphäre.Die technische Ausstattung, Fernseher,Radio, Rolläden, Sofa, Tisch, Stuhl, viele Steckdosen und ein Bad mit gr0ßer begehbarer Dusche und reichlich Ablagemöglichkkeit war sehr gut. Das Bad wurde abends aus akt. Anlass erneut gereinigt.  Sechs Möglichkeiten im Zi. und im Bad zu klingel, gaben mir Sicherheit. Die Pflegekräfte, waren alle sehr, sehr nett und professionell und es gab nichts, was sie im Gegensatz zu mir peinlich fanden. Sie waren sehr aufmerksam, achtsam und haben mich rund um die Uhr unaufdringlich verwöhnt. Die Nutzung der Patientenküche und der stationseigenen Lounge mit leckeren Getränken war sehr schön, da ich nichts zu Essen bekam. Ich bekam auch reichlich, Pflegeartikel, Handtücher..Der nette Chefarzt informierte mich über alles und machte mir Mut. Die Kommunikation war auf Augenhöhe und die Therapie erfolgreich. Am 4. Tag bekam ich eine Darmspiegelung. Der Chefarzt zertrümmerte den großen Stein im Darm und ich wurde geheilt, gesund und sehr glücklich entlassen. Ich bin 70 Jahre jung und war das erste Mal in meinem Leben richtig krank und das erste mal als Patientin im Krankenhaus. Mein gesamtes Leben habe ich in Krankenhäusern als Krankenschwester und später im Management gearbeitet.Ich bin sehr froh, dass ich so eine positive Erfahrung machen durfte und jetzt gesund bin. Herzlichen Dank an das ärztliche und pflegerische Team!!!!!!!!!!!!!!!!!",B.Sturm,berichtet als Patient,Jahr der Behandlung: 2019,Daumen hoch
Krankenhaus der evangelisch-lutherischen Diakonissenanstalt Marienstift,Diese Bewertung geht nicht in die Gesamtbewertung ein,44 Bewertungen,"Gallen OP   nicht schlimm""",09.02.2013,Chirurgie,6,sehr zufrieden (jederzeit wieder dieses Krankenhaus),6,sehr zufrieden (hier nimmt man sich wirklich Zeit),6,sehr zufrieden (immer für einen da),6,sehr zufrieden (hat 1a geklappt),Kein Info,Kein Info,sehr gutes Peronal / Ärzte Top,Fernseher völlig veraltet,Gallensteine,ja,Februar 2013,Steineträger,berichtet als Patient,Jahr der Behandlung: 2013,Daumen hoch
Klinik Fallingbostel,,125 Bewertungen,"Reinigungskräfte - , alles andere +++",24.07.2018,Kardiologie,4,zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Sehr freundliches Personal,Die Reinigungskräfte arbeiten offensichtlich sehr oberflächlich,Herzinsuffizienz,nein,Ich kann die Klinik nur weiterempfehlen. Sehr freundlich und hilfsbereite Mitarbeiter. Auch die Ärzte sind immer ansprechbar.,Andreas662,berichtet als Patient,Jahr der Behandlung: 2018,Daumen hoch
HELIOS Klinik Cuxhaven,,64 Bewertungen,Ich habe soetwas menschenunwürdigen mein ganzes Leben noch nicht erlebt,16.02.2016,Unfallchirurgie,0,unzufrieden (gibt es kein Ausdruck für),0,unzufrieden (menschenunwürdig),0,unzufrieden (menschenunwürdig),0,unzufrieden (menschenunwürdig),0,unzufrieden (menschenunwürdig),"
",menschenunwürdigIch,,nein,"Diese Behandlung meines Vaters in diesem Krankenhaus durch eiskaltes Pflegepersonal werde ich mein Leben nicht vergessen solche Pfleger bzw Pflegerinnen wenn man sie so betitteln sollte müssen sofort aus dem Verkehr gezogen werden .Es wurde trinken gereicht obwohl mein Vater schlief er sich verschluckte ,essen wurde ihm nicht gegeben weil er ja schlief und es zuviel Arbeit war ihn zu wecken und dieses an andere Patienten verteilt ,es kam zum schockzustand und Atenstillstand vom zu schnellen lagern mein Vater weinte und sagte holt mich hier raus hier will ich nicht bleiben ich werde es mein leben nicht vergessen und wünsche diesen Personal das sie dieses am eigenem Leib erfahren denn auch sie haben Väter und ich hoffe das genau die die ich hier anspreche es lesen .Denn Gott hört sieht und straft",Baumann2,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2016,Daumen runter
Krankenhaus Lindenbrunn,Diese Bewertung geht nicht in die Gesamtbewertung ein,28 Bewertungen,Für hilflose alte Menschen absolut nicht geeignet,29.09.2012,Neurologie,0,unzufrieden (eine Farce),0,unzufrieden,2,weniger zufrieden,2,weniger zufrieden,Kein Info,Kein Info,Therapeuten bemüht,Pflegepersonal,Apoplex,nein,"Ein Horrortrip war diese Reha für den Patienten, den ich begleitet habe.",minni21,berichtet als Arzt oder Einweiser,Jahr der Behandlung: 2012,Daumen runter
KRH Klinikum Großburgwedel,,61 Bewertungen,Innere NICHT empfehlenswert,07.05.2016,Innere,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden (Dreck!),Nichts,Man wird behandelt wie ein Vollidiot!,,nein,Behandlung an der Notaufnahme war sehr nett und detailliert. Man ist auf alle Bedürfnisse eingegangen- nur leider wurde nichts von dem eingehalten auf Station....,DasBo6,berichtet als Patient,Jahr der Behandlung: 2016,Daumen runter
Asklepios Fachklinikum Göttingen,,62 Bewertungen,hat mir sehr geholfen,27.10.2015,Psychiatrie,6,sehr zufrieden,4,zufrieden,6,sehr zufrieden,4,zufrieden,4,zufrieden,"Psychologin, einige Pfleger, Gruppentherapie","sehr reduziertes Angebot in der Urlaubszeit, schlechtes Essen","Depression, ängstlich-vermeidende und abhängige Persönlichkeitsstörung",nein,"Mir hat die Klinik in einer schwierigen Zeit sehr geholfen, mich in einer akuten Depression wieder zu stabilisieren und auch schwierige aber notwendige Veränderungen in meinem Leben vorzunehmen. Ich war auf der Depressionsstation 5.3 und habe mich dort sehr gut aufgehoben gefühlt. Insbesondere die Gespräche mit der Psychologin und zwei Pflegern haben mir sehr geholfen, sie waren sehr engagiert und sind sehr auf mich eingegangen. Überhaupt war die Atmosphäre auf unserer Station sehr freundlich. Auch aus der Gruppentherapie konnte ich sehr viel mitnehmen. ",patientin532015,berichtet als Patient,Jahr der Behandlung: 2015,Daumen hoch
HEH Herzogin Elisabeth Hospital,,82 Bewertungen,Alles top !!!,27.02.2018,Chirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,"Modernste Technik, Freundlichkeit",,Struma 3. Grades,nein,"Durch meinen Hausarzt wurde mir das HEH zwecks meiner Schilddrüsen OP empfohlen und ich habe meine Entscheidung, mich dort operieren zu lassen nicht bereut. Vom Vorgespräch, der vorstationären Aufnahme bis hin zum Tag der OP...es war alles geprägt von Kompetenz, Freundlichkeit und Fürsorge! Und so ging es für mich auch ohne Bedenken nach dem Gespräch mit dem Chirurgen in den OP Saal. Im Aufwachraum, auf Intensivstation und danach auf Station 2 fühlte ich mich rundherum sehr gut betreut. Ich bin mit dem Verlauf meiner OP, der zurückgebliebenen Naht am Hals und der Nachsorge bis hin zur Entlassung nach drei Tagen sehr zufrieden. Von der Lehrschwester bis zum Arzt....alle haben ihr Bestes gegeben und mir so das Gefühl vermittelt sehr gut aufgehoben zu sein. Ich möchte mich bei allen dafür recht herzlich bedanken und kann das Klinikum zwecks Schilddrüsen OP mit bestem Wissen weiterempfehlen.",Phinchen,berichtet als Patient,Jahr der Behandlung: 2018,Daumen hoch
DIAKOVERE Annastift,,83 Bewertungen,mangelnde ärztliche Versorgung,22.02.2017,Orthopädie,0,unzufrieden (fehlende ärztliche Nachsorge nach Operation),0,unzufrieden (Patientenberatung als Monolog heruntergeleiert),0,unzufrieden (fehlende ärztliche Nachsorge nach Operation),0,unzufrieden (Informationsfluss innerhalb der Klinik fehlt - Sozialdienst),0,unzufrieden (hygienisch zweifelhaft),"
",mangelnde ärztliche Versorgung,Knie-TEP,nein,"von zeitlichen Vorgaben geprägte Beratung, nur noch reine Operationsfabrik zur Kostendeckung, mangelhafte ärztliche Kontrolle nach Operation,Informationsfluss innerhalb der Klinik fehlt, Sozialdienst zeigt fragwürdiges Verhalten, setzt sich über Fallzeiten und ärztliche Angaben hinweg.",ILA20,berichtet als Patient,Jahr der Behandlung: 2016,Daumen runter
DIAKOVERE Friederikenstift,,93 Bewertungen,Ein erfolgreicher Krankenhaus Aufenthalt,31.10.2017,Urologie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,"zufrieden (Es ist alles ein bisschen in die Jahre gekommen,aber das wäre Jammern auf hohem Niveu)","die Medezinische Behandlung und Oualität, Pflegepersonal",,"Gutartige Prostata Vergrößert,Beninge Prostatahyperplasie",ja, ,Biker1008,berichtet als Patient,Jahr der Behandlung: 2017,Daumen hoch
Sophienklinik GmbH,Diese Bewertung geht nicht in die Gesamtbewertung ein,45 Bewertungen,Versorgung Top-Ausstattung hat Entwicklungsbedarf,06.05.2012,Orthopädie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Kein Info,Kein Info,"Alle Mitarbeiter höflich, freundlich, kompetent",Ausstattung auf Station nicht mehr zeitgemäß,nein,,"Obwohl die Ausstattung nicht mehr die modernste ist, habe ich mich in den drei Tagen, in denen ich wegen einer Schulter OP hier gelegen habe, sehr wohl gefühlt. Die Mitarbeiter sind durchweg sehr höflich und freundlich. Die Pflegekräfte sind sehr hilfsbereit und fürsorglich, obwohl sie sehr viel zu tun haben. Die Mitarbeiter im Aufwachraum sind sehr kompetent und vermitteln den Patienten ein angenehmes Sicherheitsgefühl. ",Drea68,berichtet als Patient,Jahr der Behandlung: 2012,Daumen hoch
Klinikum Emden,,52 Bewertungen,NIE WIEDER EMDENER KRANKENHAUS,27.10.2015,Gefäßchirurgie,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,nichts,nichts,,nein,"Sehr unfreundliche Ärzte und manches Personal. Nach 3,5 Wochen im Station ,hab ich Hals und Rücken Schmerzen bekommen und habe nach HILFE gefragt.Die Antwort war echt Bescheuert , es kommt vom viel liegen !!! Und es geht vorbei . Die benötigte Hilfe habe ich nicht bekommen und so ,mit Starken Schmerz , wurde ich entlassen . Die Schmerzen gingen nicht weg und ich bin zum H-Arzt gegangen, er hat mich zu Röntgen geschickt. Am Bilder hat mann dann gesehen woher die schmerzen kamen, ich habe 2 angebrochene Halswirbel ! Und mit sowas hat mich die Ärztin Entlassen, dabei habe ich Ihr doch gesagt das ich SEHR STARKE SCHMERZEN im Nacken und Rücken habe !!!",Alex2180,berichtet als Patient,Jahr der Behandlung: 12.2014,Daumen runter
HELIOS Klinikum Hildesheim GmbH,,109 Bewertungen,Chirurgie,17.02.2018,Chirurgie,0,unzufrieden,0,unzufrieden,2,weniger zufrieden,4,zufrieden,4,zufrieden,"
",Sehr Unfreundlich,Sehne Am Fuss Verankern,nein,Ich kann nur über die Station b3 urteilen aber da läuft einiges schief. Stationsschwestern sehr unfreundlich man hat das Gefühl nicht ernst genommen zu werden und allein gelassen zu sein. Problemlösung sieht so aus das man es ignoriert . Sehr schade und hab ich so auch noch nirgends anders erlebt .,jassi6,berichtet als Patient,Jahr der Behandlung: 2018,Daumen hoch
AGAPLESION EV. KLINIKUM SCHAUMBURG,,92 Bewertungen,nicht der deutschen schriftlichen Ausdrucksweise mächtige Ärztin - Betten unnötig belegen,06.04.2019,Neurologie,0,"unzufrieden (ich möchte nie in die Situation geraten, dorthin zu müssen)",0,unzufrieden,0,unzufrieden (Versuchsobjekt),0,unzufrieden (diletanttisch),0,unzufrieden (kein Telefon im Zimmer),"
",Inkompetenz auf der ganzen Linie,Hinfallen in der Wohnung - mehr nicht,nein,"Es war die Notfallaufnahme mit anschl. weiterer Behandlung auf einer anderen Station, deren Überbegriff ich nicht mehr weiss. Meine Mutter wurde durch einen leichten Sturz in der Wohnung (kam nicht wieder hoch - Pflegedienst verweigerte das Hochhelfen und forderte 112!!!) zum Röntgen eingeliefert. Alle Unterlagen und Mediplan wurden sofort  vorgelegt. Ärztin sprach gebrochen Deutsch. Orthopädisch war alles i.O., jedoch wollte man die Gründe des Sturzes herausfinden und behielt sie mehr als eine Woche dort, bis ich sie herausholte. Gut eingestellte Medikamente wie z. B. Schilddrüsentablette wurden stark verändert. Ärztin kapierte nicht viel!!! Schwestern waren durcheinander. Niemand fühlte sich zuständig. Daraus ist letztlich ein Pflegefall geworden. ",Clooney3,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2018,Daumen runter
Asklepios Fachklinikum Tiefenbrunn,,96 Bewertungen,"Tiefenbrunn geht gar nicht.....wer da am Boden ist,fällt noch tiefer",30.08.2017,Psychiatrie,2,weniger zufrieden,2,weniger zufrieden,0,unzufrieden,4,zufrieden,2,weniger zufrieden,nichts,nichts,Traum und Depressionen,nein,"Ich habe die negativen Bewertungen hier gelesen und meinen Mann gesagt, das die Klinik nichts für ihn ist. Aber seine behandelten Ärzte waren sehr dafür,das er dort hin ging.",lisale,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2017,Daumen runter
Ostemed Klinik Bremervörde,Diese Bewertung geht nicht in die Gesamtbewertung ein,34 Bewertungen,Nun ist alles wieder top.,18.05.2009,Innere,6,sehr zufrieden,4,zufrieden,6,sehr zufrieden,4,zufrieden,Kein Info,Kein Info,Freundlichkeit gegenüber dem Patienten,kein,nein,,"Stationär Abteilung INNERE. Gutes Personal, freundlich zuvorkommend. Gute Ärzte., geben Antworten auf Fragen. Qualität der Beratung ist sehr zufrieden stellend. Hier legt der Chefarzt bei einer Untersuchung, Bronchioskopie,noch selbst Hand an.",Rein,berichtet als Patient,Jahr der Behandlung: 2009,Kein Info
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,"Extrem hilfsbereit, freundlich und sehr kompetent",08.11.2019,Kindermedizin,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Alles,Fällt mir nichts ein,"Kurze Bewusstlosigkeit, Schwäche",,"Mein Sohn (10 Jahre) war heute auf dem Schulweg nach Hause kurz vor der Haustür bewusstlos geworden. Wir gingen dann in die Kinderklinik zu Herrn Dr von Blanckenburg. Obwohl viel zu tun war, waren alle sehr freundlich, und wir kamen auch bald dran.",PM15,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2019,Daumen hoch
DRK-Clementinenhaus,,172 Bewertungen, ,09.12.2019,Geriatrie,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,Nichts,Alles,Arbeitnehmer,nein,"Miese Schwestern, miese Führungsebebe! Nicht zu empfehlen! Arbeitsklima schlecht. Miese Bezahlung!",Busilein,berichtet als Klinikmitarbeiter,Jahr der Behandlung: 2019,Daumen runter
Krankenhaus der evangelisch-lutherischen Diakonissenanstalt Marienstift,Diese Bewertung geht nicht in die Gesamtbewertung ein,44 Bewertungen,Besser geht es nicht,22.01.2013,Frauen,6,sehr zufrieden (Prima Personal),6,sehr zufrieden (Kompetente Ärzte),6,sehr zufrieden (Ausreichende Aufklärung),6,sehr zufrieden (Schnell und gut),Kein Info,Kein Info,Nur gute Erfahrungen,Einzelzimmer mit WC-/Duschteilung,Myome,ja,"Sehr geschultes Personal, alles bestens. Hier kann man sich wohl",edding2012,berichtet als Patient,Jahr der Behandlung: 2013,Daumen hoch
Klinik Fallingbostel,,125 Bewertungen,Byepassoperation,11.07.2018,Kardiologie,4,zufrieden,4,zufrieden,4,zufrieden,4,zufrieden,4,zufrieden,Essen und die Schwestern,Chefärztin sehr wenig Zeit und zum Ende mir gegenüber nicht ehrlich,Herzinfarkt,nein,"Zimmer okay,Essen super,Schwestern hilfsbereit und nett,Assistenzarzt ok,...Chefärztin nimmt sich zu wenig Zeit für den einzelnen Patienten.(kam mir vor bei Ihr wie so eine Patientenmassenabfertigung.)",diego8888,berichtet als Patient,Jahr der Behandlung: 2018,Daumen hoch
HELIOS Klinik Cuxhaven,,64 Bewertungen,So ein nettes Personal!,28.01.2016,Unfallchirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,"Die netten Ärzte, die ihre Arbeit super machen!",,Im Fuss einen Band angerissen.,,"Ich musste wegen einem ""Unfall""  ins Krankenhaus. Die Ärzte waren Hilfsbereit und auch die Chefärztin war lieb. Sie haben mir erklärt wie mein Unfall geschehen sein könnte und was die Folgen sind. Ab und zu sollte ich zur Radiologie gehen aber war inordnung. Wenn ich wieder einen Unfall habe, freue ich mich auf die Behandlung.",Lala1212,berichtet als Patient,Jahr der Behandlung: 2016,Daumen hoch
